name,category,sub_category,lat,lng,district,opening_hours,budget
Kara Mustafa Paşa Külliyesi,History & Culture,Historical Building,41.0087157,28.9677599,Fatih,09:00-22:00,Low
Atik Ali Paşa Medresesi,History & Culture,Historical Building,41.0084081,28.9699808,Fatih,09:00-22:00,Low
Bayram Paşa Külliyesi,History & Culture,Historical Building,41.0087737,28.9423415,Fatih,09:00-22:00,Low
Milk Cafe,Dining,Turkish,41.0567731,29.0116228,Beşiktaş,09:00-22:00,Medium
Sazeli Restuarant,Dining,World Cuisine,41.0253555,29.0598568,Ümraniye,09:00-22:00,Medium
Midpoint,Dining,World Cuisine,41.0682271,29.006213,Şişli,09:00-22:00,Medium
Armada Restaurant,Dining,World Cuisine,41.0293902,28.9753473,Beyoğlu,09:00-22:00,Medium
Mr Cook Cafe & Restaurant,Dining,Turkish,41.0107321,28.9748281,Fatih,09:00-22:00,Medium
Kardesler Kebap & Cafe,Dining,Regional,41.031145,28.9824306,Beyoğlu,09:00-22:00,Medium
Parole,Dining,World Cuisine,41.0301695,28.9754487,Beyoğlu,09:00-22:00,Medium
Vera Restaurant Fish & Meat House,Dining,World Cuisine,41.0347532,28.9771463,Beyoğlu,09:00-22:00,Medium
robin's,Dining,World Cuisine,41.0265104,28.9744713,Beyoğlu,09:00-22:00,Medium
Le Safran Restaurant,Dining,World Cuisine,41.0105078,28.978481,Fatih,09:00-22:00,Medium
Ist Cafe,Dining,World Cuisine,41.0360826,28.9832238,Beyoğlu,09:00-22:00,Medium
M&N Cafe Brasserie,Dining,World Cuisine,41.0352325,28.9817456,Beyoğlu,09:00-22:00,Medium
Warung Nusantara,Dining,Indonesian,41.0098845,28.9096582,Zeytinburnu,09:00-22:00,Medium
Bayramoğlu Döner,Dining,World Cuisine,41.0950032,29.0996374,Beykoz,09:00-22:00,Medium
Birlik Kasap Steakpoint,Dining,World Cuisine,41.0950881,29.0985725,Beykoz,09:00-22:00,Medium
Sevda Tepesi,History & Culture,Historical Building,41.075268,29.0653173,Ümraniye,09:00-22:00,Low
Kıyı Emniyeti Tesisi,Dining,World Cuisine,41.0807949,29.0660777,Ümraniye,09:00-22:00,Medium
BigChefs,Dining,World Cuisine,41.0811095,29.0666983,Beykoz,Mo-Su 09:00-00:00,Medium
Otağtepe Parkı,Nature & Park,Park,41.088684,29.077145,Beykoz,09:00-22:00,Low
Güler Restaurant,Dining,World Cuisine,41.0125833,28.9581656,Fatih,09:00-22:00,Medium
Sultan Saray,Dining,Regional,41.0085084,28.9752131,Fatih,09:00-22:00,Medium
Paşa Döner,Dining,World Cuisine,41.0222804,28.9451092,Fatih,09:00-22:00,Medium
Antep Kebab,Dining,World Cuisine,41.0086571,28.9735549,Fatih,09:00-22:00,Medium
Sorriso Restaurant,Dining,World Cuisine,41.0097279,28.9549239,Fatih,09:00-22:00,Medium
Son Osmanli Restaurant,Dining,World Cuisine,41.0154891,28.9417592,Fatih,09:00-22:00,Medium
Sultan Ahmet Fish House,Dining,World Cuisine,41.0099538,28.9759447,Fatih,09:00-22:00,Medium
Yarenler Restaurant,Dining,World Cuisine,41.0090642,28.9755015,Fatih,09:00-22:00,Medium
Saray Döner İskender ve Et Lokantası,Dining,Kebab,41.0040452,29.1438064,Ataşehir,09:00-22:00,Medium
Akdeniz Hatay Sofrasi,Dining,World Cuisine,41.0139081,28.945783,Fatih,09:00-22:00,Medium
Yeni Lokanta,Dining,World Cuisine,41.0295272,28.9754514,Beyoğlu,"Tu-Sa 12:00-16:00, 17:00-00:30",Medium
Sarıhan,Dining,World Cuisine,41.0244276,28.9766419,Beyoğlu,09:00-22:00,Medium
Yare Meyhane,Dining,World Cuisine,41.0301449,28.9744773,Beyoğlu,09:00-22:00,Medium
Yakup 2,Dining,World Cuisine,41.0301078,28.974515,Beyoğlu,09:00-22:00,Medium
Limonlu bahçe,Dining,World Cuisine,41.0314448,28.9786429,Beyoğlu,09:00-22:00,Medium
Sur Cafe,Dining,World Cuisine,41.0311566,28.9362795,Eyüpsultan,09:00-22:00,Medium
Aziyade Restaurant,Dining,Turkish,41.0541473,28.9337587,Eyüp Sultan,09:00-22:00,Medium
Peymane,Dining,World Cuisine,41.0298314,28.97997,Beyoğlu,09:00-22:00,Medium
Define Döner,Dining,World Cuisine,41.0943368,29.0930511,Beykoz,09:00-22:00,Medium
Cezbe Restaurant,Dining,World Cuisine,41.0939827,29.0930696,Beykoz,09:00-22:00,Medium
Lezzet Lokantası,Dining,World Cuisine,41.0152843,28.8964654,Zeytinburnu,09:00-22:00,Medium
Tihame Köfte,Dining,World Cuisine,41.0152175,28.8964872,Zeytinburnu,09:00-22:00,Medium
Süvari Birliği Nalbanthanesi,Other,General,41.1085896,29.0106977,Kağıthane,09:00-22:00,Low
Mavi Melek,Dining,Turkish,41.0301791,28.974439,Beyoğlu,09:00-22:00,Medium
Konsolos,Dining,World Cuisine,41.0306201,28.973433,Beyoğlu,09:00-22:00,Medium
Gritti restaurant,Dining,World Cuisine,41.0302477,28.9745586,Beyoğlu,09:00-22:00,Medium
Cecconis,Dining,World Cuisine,41.0302691,28.9730794,Beyoğlu,09:00-22:00,Medium
Casius,Dining,Turkish,41.030822,28.9831729,Beyoğlu,09:00-22:00,Medium
Aheste,Dining,World Cuisine,41.0291193,28.9730776,Beyoğlu,09:00-22:00,Medium
Baylo,Dining,World Cuisine,41.0292951,28.9730703,Beyoğlu,09:00-22:00,Medium
Duble Meze,Dining,Turkish,41.0306143,28.9736131,Beyoğlu,09:00-22:00,Medium
Hublot Boutique Istanbul,Dining,World Cuisine,41.1101038,29.0320391,Sarıyer,09:00-22:00,Medium
34 Restaurant,Dining,Regional,41.0408587,28.9882667,Beyoğlu,"Mo-Fr 06:30-10:30,12:00-23:00; Sa-Su 6:30-11:00, 12:00-23:00",Medium
Butcha Steakhouse & Marly,Dining,World Cuisine,41.0788238,29.0115384,Şişli,09:00-22:00,Medium
Met-et Döner,Dining,Kebab,41.0352842,29.030375,Üsküdar,09:00-22:00,Medium
Bodrum Mantı,Dining,World Cuisine,41.0728649,29.0281724,Beşiktaş,09:00-22:00,Medium
Et Ekmek Salça,Dining,World Cuisine,41.0717731,29.0286349,Beşiktaş,09:00-22:00,Medium
Pizzeria Ulus,Dining,World Cuisine,41.0717244,29.0285699,Beşiktaş,09:00-22:00,Medium
China Big Box & Sushi,Dining,World Cuisine,41.0734341,29.0293964,Beşiktaş,09:00-22:00,Medium
Kösteci Şaban Usta,Dining,World Cuisine,41.0716874,29.0284791,Beşiktaş,09:00-22:00,Medium
Maydanoz Kebap,Dining,World Cuisine,41.0735772,29.02932,Beşiktaş,09:00-22:00,Medium
Balık Lounge,Dining,World Cuisine,41.0764341,29.025618,Beşiktaş,09:00-22:00,Medium
CookShop,Dining,World Cuisine,41.0763623,29.0260888,Beşiktaş,09:00-22:00,Medium
ZerafEt,Dining,World Cuisine,41.0762753,29.0260512,Beşiktaş,09:00-22:00,Medium
Adanalı Hasan Kolcuoğlu,Dining,World Cuisine,41.0773318,29.0226341,Beşiktaş,09:00-22:00,Medium
مطعم المدينة بوراك,Dining,World Cuisine,41.0754878,29.0182607,Şişli,09:00-22:00,Medium
Namlı Kebap,Dining,World Cuisine,41.0750905,29.0173823,Şişli,09:00-22:00,Medium
Nisp-Et,Dining,World Cuisine,41.0753159,29.0179027,Şişli,09:00-22:00,Medium
Set Kebap,Dining,World Cuisine,41.0760266,29.0195656,Şişli,09:00-22:00,Medium
Tatlıses Kebap,Dining,World Cuisine,41.0763198,29.0203461,Şişli,09:00-22:00,Medium
Köfteci Ramiz,Dining,World Cuisine,41.0764856,29.0164368,Şişli,09:00-22:00,Medium
Konak Restaurant,Dining,World Cuisine,41.0759182,29.0150136,Şişli,09:00-22:00,Medium
Şirvan Kebap,Dining,World Cuisine,41.0760029,29.0149436,Şişli,09:00-22:00,Medium
Köfteci Ramiz,Dining,World Cuisine,41.0772809,29.0278551,Beşiktaş,09:00-22:00,Medium
HD İskender,Dining,Kebab,41.0761394,29.0118322,Şişli,09:00-22:00,Medium
Ahmet Adnan Saygun Heykeli,History & Culture,Historical Building,41.0685915,29.0299016,Beşiktaş,09:00-22:00,Low
Osman Ev Yemekleri,Dining,World Cuisine,41.0723809,29.0282909,Beşiktaş,09:00-22:00,Medium
My Ora Cafe,Dining,World Cuisine,41.071746,29.0284545,Beşiktaş,09:00-22:00,Medium
Median,Dining,World Cuisine,41.0869535,29.0096655,Şişli,09:00-22:00,Medium
Maromi,Dining,Japanese,41.0408809,28.9869964,Beyoğlu,09:00-22:00,High
Fındık Kabuğu Restoran,Dining,World Cuisine,41.0318262,28.9489058,Fatih,09:00-22:00,Medium
Akatlar Kültür Merkezi,Other,General,41.0804147,29.0276006,Beşiktaş,09:00-22:00,Low
AGORA Meyhanesi 1890,Dining,Regional,41.0335372,28.946766,Fatih,12:00-01:00,Medium
Paps,Dining,Italian,41.024596,28.9787373,Beyoğlu,09:00-22:00,Medium
Balıkçı Sabahattin,Dining,Fish;Turkish,41.0047012,28.980572,Fatih,Mo-Su 12:00-02:00,Medium
Kırçiçeği,Dining,World Cuisine,41.0487361,29.0271801,Beşiktaş,09:00-22:00,Medium
Golden Kebap,Dining,World Cuisine,41.0486229,29.0265249,Beşiktaş,09:00-22:00,Medium
Konyali,Dining,World Cuisine,41.0484632,29.0260665,Beşiktaş,09:00-22:00,Medium
Yemen 2 Ocakbasi,Dining,Regional,41.0490341,29.0265437,Beşiktaş,09:00-22:00,Medium
Cengelköy Börekcisi,Dining,World Cuisine,41.0489821,29.0265807,Beşiktaş,09:00-22:00,Medium
Kumrucu Doyum,Dining,Turkish,41.0490662,29.0262514,Beşiktaş,24/7,Medium
Adnan'in In Yeri,Dining,World Cuisine,41.0491071,29.0262243,Beşiktaş,09:00-22:00,Medium
Meshur Bursa Negolkoftelisi,Dining,World Cuisine,41.0498657,29.0254523,Beşiktaş,09:00-22:00,Medium
Constantine's Ark,Dining,Turkish,41.0129631,28.977057,Fatih,Mo-Su 10:00-00:00,Medium
Arch Bistro,Dining,World Cuisine,41.0046271,28.9712651,Fatih,09:00-22:00,Medium
Pizzeria Pera,Dining,"Pizzeria,Pizza,Italian",41.0304618,28.9746567,Beyoğlu,10:30-22:30,Medium
Cihangir Lokantasi,Dining,Local,41.0318041,28.9820472,Beyoğlu,09:00-22:00,Medium
Cihangir Balik,Dining,Fish,41.0315872,28.9826005,Beyoğlu,09:00-22:00,Medium
Nazar Profiterol,Dining,World Cuisine,41.0473791,28.9799119,Beyoğlu,09:00-22:00,Medium
Mikla - Turkey fusion ,Dining,World Cuisine,41.0310866,28.9740165,Beyoğlu,09:00-22:00,Medium
Sinop Mantı,Dining,Turkish,41.04323,29.0037887,Beşiktaş,24/7,Medium
Babylon Bomonti,Dining,World Cuisine,41.0583014,28.980302,Şişli,09:00-22:00,Medium
Öz Kilis Lahmacun ve Kebap,Dining,World Cuisine,41.0217289,28.9445588,Fatih,09:00-22:00,Medium
Fatih Sarmacısı,Dining,World Cuisine,41.0176623,28.9504926,Fatih,09:00-22:00,Medium
Nola,Dining,World Cuisine,41.0249318,28.9734437,Beyoğlu,09:00-22:00,Medium
Kestane Parkı,Nature & Park,Park,41.0357342,28.8498206,Bağcılar,09:00-22:00,Low
Atatürk Anıtı,History & Culture,Historical Building,41.0374102,28.8831962,Esenler,09:00-22:00,Low
Fua,Dining,World Cuisine,41.043355,28.9944181,Beşiktaş,09:00-22:00,Medium
Sakli bahçe et,Dining,World Cuisine,41.1229643,28.7474467,Başakşehir,09:00-22:00,Medium
Kalyon,Dining,World Cuisine,41.0032004,28.9809106,Fatih,09:00-22:00,Medium
Pidepark,Dining,Turkish,41.0494876,29.002199,Beşiktaş,Mo-Su 08:00-23:00,Medium
Zindan baba Türbesi,Other,General,41.0187867,28.9691768,Fatih,09:00-22:00,Low
Tamara,Dining,World Cuisine,41.0039882,28.9760214,Fatih,09:00-22:00,Medium
Köfteci Yusuf,Dining,Turkish,41.0899632,29.286834,Sancaktepe,Mo-Su 06:00-00:00,Medium
Pudding Shop Lale Restaurant,Dining,Soba;Turkish,41.0079808,28.9772457,Fatih,Mo-Su 07:00-23:00,Medium
Chinese & Sushi Express,Dining,World Cuisine,41.028279,29.1891658,Çekmeköy,09:00-22:00,Medium
Kebapçı Çetin Usta,Dining,World Cuisine,41.02591,28.871231,Güngören,09:00-22:00,Medium
Hacıbeyim Kebap,Dining,World Cuisine,41.0158805,28.876395,Güngören,09:00-22:00,Medium
Eski Yemekhane,Dining,World Cuisine,41.0618975,29.0577212,Ümraniye,09:00-22:00,Medium
Nizam Pide,Dining,Regional,41.0495765,28.9874046,Şişli,09:00-22:00,Medium
Tadim Bufe,Dining,World Cuisine,41.0261257,28.9746926,Beyoğlu,09:00-22:00,Medium
Karadeniz,Dining,World Cuisine,41.0084807,28.9750561,Fatih,09:00-22:00,Medium
Fatih Belediyesi,Dining,World Cuisine,41.0310384,28.9394422,Eyüpsultan,09:00-22:00,Medium
BigChefs,Dining,World Cuisine,41.0681526,29.0057003,Şişli,09:00-22:00,Medium
Aras (scam place),Dining,World Cuisine,41.0082844,28.9755302,Fatih,09:00-22:00,Medium
Aruna Cafe & Restaurant,Dining,World Cuisine,41.019297,28.9728911,Beyoğlu,09:00-22:00,Medium
Pepo,Dining,World Cuisine,41.025386,28.9746171,Beyoğlu,09:00-22:00,Medium
Karadeniz pideci,Dining,World Cuisine,41.0306243,28.9742648,Beyoğlu,09:00-22:00,Medium
Falafel & Humus,Dining,World Cuisine,41.008645,28.971502,Fatih,09:00-22:00,Medium
Antiochia,Dining,Mediterranean;Turkish,41.0289764,28.9739429,Beyoğlu,Mo-Sa 12:00-00:00,Medium
Helvacızade,Dining,World Cuisine,41.0056308,28.8593655,Bahçelievler,09:00-22:00,Medium
Çağrı Karadeniz Kebap & Pide Salonu,Dining,World Cuisine,41.0278786,28.9736399,Beyoğlu,09:00-22:00,Medium
Raıf üsta,Dining,World Cuisine,41.0109798,28.9710317,Fatih,09:00-22:00,Medium
22 Restorant Bar,Dining,World Cuisine,41.0326016,28.9855566,Beyoğlu,09:00-22:00,Medium
piknikyeri.com,Dining,World Cuisine,41.1244157,29.2844105,Sancaktepe,09:00-22:00,Medium
Kasap Osman,Dining,World Cuisine,41.0149281,28.9570375,Fatih,09:00-22:00,Medium
Yıldız Sarayı,Other,General,41.0507108,29.0117042,Beşiktaş,09:00-22:00,Low
Alibeyköy Mısır Heykeli,History & Culture,Historical Building,41.0748485,28.9467619,Kağıthane,09:00-22:00,Low
BELTUR Sarı köşk restorant,Dining,World Cuisine,41.1079764,29.0535191,Beykoz,Mo-Su 09:00-22:00,Medium
Roof of Istanbul,Other,General,41.0140264,28.9688121,Fatih,09:00-22:00,Low
Piknik kofte,Dining,Balkan,41.032346,28.9764591,Beyoğlu,Mo-Su 08:00-00:00,Medium
Kanuni Sultan Suleyman 1 Turbesi,History & Culture,Historical Building,41.0156999,28.9644663,Fatih,09:00-22:00,Low
Hurrem Haseki (Roksolana) Turbesi,History & Culture,Historical Building,41.0156683,28.9648085,Fatih,09:00-22:00,Low
Nato Lokantası,Dining,World Cuisine,41.0245338,28.9780075,Beyoğlu,09:00-22:00,Medium
Zeyrek Hane Restaurant,Dining,World Cuisine,41.0196378,28.9578938,Fatih,09:00-22:00,Medium
Molla Gurani Turbesi,Other,General,41.0110693,28.9418324,Fatih,09:00-22:00,Low
Taksim Bahçivan,Dining,Local;Regional;Turkish,41.0360717,28.9802563,Beyoğlu,09:00-22:00,Medium
IBB Halic Sosyal Tesisleri,Dining,World Cuisine,41.0283763,28.9571103,Fatih,09:00-22:00,Medium
IBB Kasimpasa Sosyal Tesisleri,Dining,World Cuisine,41.0297607,28.9667843,Beyoğlu,09:00-22:00,Medium
Memorial to Pope John XXII,History & Culture,Historical Building,41.0322806,28.9767927,Beyoğlu,09:00-22:00,Low
Вeyzade,Dining,World Cuisine,41.0312172,28.9749913,Beyoğlu,09:00-22:00,Medium
Tatmix,Dining,World Cuisine,41.0041246,29.1462608,Çekmeköy,09:00-22:00,Medium
Nur Abla Restoran,Dining,World Cuisine,41.0204632,29.12887,Ümraniye,09:00-22:00,Medium
Saruhan İşkembe Salonu,Dining,World Cuisine,41.0205213,29.1286636,Ümraniye,09:00-22:00,Medium
مطعم كبابجي منطقة  اتيلر,Dining,World Cuisine,41.0790826,29.0314194,Beşiktaş,09:00-22:00,Medium
مطعم The Gounmand في غالاتا,Dining,World Cuisine,41.0265382,28.9752464,Beyoğlu,09:00-22:00,Medium
Belgrad Forest,Dining,World Cuisine,41.1306039,29.0413753,Sarıyer,09:00-22:00,Medium
Yörem Cağ Kebap,Dining,Kebab,41.0943885,29.1016434,Beykoz,09:00-22:00,Medium
Esaslı Şef Meşhur Kuru Fasulye,Dining,Turkish,41.0945224,29.1013037,Beykoz,09:00-22:00,Medium
Köfteci Odabaşlar,Dining,Kebab,41.0946959,29.1008902,Beykoz,09:00-22:00,Medium
Van Kahvaltı Sofrası,Dining,Turkish,41.0948322,29.101281,Beykoz,09:00-22:00,Medium
Anteplioğlu Baklavaları,Dining,World Cuisine,41.0159001,29.1301405,Ümraniye,09:00-22:00,Medium
Öz Anadolu Et Lokantası,Dining,World Cuisine,41.0161256,29.1297699,Ümraniye,09:00-22:00,Medium
Sushi & Spice,Dining,Sushi;Noodle;Asian,41.0425685,29.0028523,Beşiktaş,Mo-Su 11:00-00:00,High
Hacı Abdullah Saray Mutfağı,Dining,World Cuisine,41.0675003,29.0164139,Beşiktaş,09:00-22:00,Medium
مطعم  sultan sofrasi  ششلي,Dining,World Cuisine,41.0617145,28.9864849,Şişli,09:00-22:00,Medium
Oba Restaurant,Dining,World Cuisine,41.0951869,29.053893,Beykoz,09:00-22:00,Medium
NUSR ET STEAKHOUSE,Dining,World Cuisine,41.0805296,29.0335554,Beşiktaş,09:00-22:00,Medium
Gurkan sef stesk house,Dining,World Cuisine,41.0550392,28.9956628,Şişli,Mo-Su 11:30-23:30,Medium
Naz Balık,Dining,World Cuisine,41.0328137,29.1767216,Çekmeköy,09:00-22:00,Medium
Güneş Patso,Dining,Turkish,41.0328055,29.1765253,Çekmeköy,09:00-22:00,Medium
Sütiş Abdullah Ağa Yalısı,Dining,World Cuisine,41.0499917,29.0524494,Üsküdar,09:00-22:00,Medium
Tahin,Dining,World Cuisine,41.0864044,29.0490632,Beşiktaş,09:00-22:00,Medium
Karadeniz Pidecisi Macit Usta,Dining,World Cuisine,41.0512488,29.2400655,Sancaktepe,09:00-22:00,Medium
Atatürk Heykeli,History & Culture,Historical Building,41.0482025,29.2399897,Sancaktepe,09:00-22:00,Low
Keyif restoran,Dining,World Cuisine,41.0086861,29.2130668,Sancaktepe,09:00-22:00,Medium
Çukur Ova Dürümcü,Dining,Kebab,41.009442,29.2121547,Sancaktepe,09:00-22:00,Medium
Zeki Döner,Dining,Steak_House,41.0100794,29.2113106,Sancaktepe,09:00-22:00,High
Narin,Dining,Kebab,41.0100683,29.2113742,Sancaktepe,09:00-22:00,Medium
Emektar Börek,Dining,Turkish,41.0725308,28.8913037,Bayrampaşa,09:00-22:00,Medium
Karadeniz Yemek Salonu,Dining,World Cuisine,41.0724706,28.8889844,Bayrampaşa,09:00-22:00,Medium
Çatak Et Mangal,Dining,World Cuisine,41.0729169,28.8876464,Bayrampaşa,09:00-22:00,Medium
Ada Lezzet Lokantası,Dining,World Cuisine,41.0730295,28.8872672,Bayrampaşa,09:00-22:00,Medium
Has Çiğ Köfte,Dining,World Cuisine,41.0726526,28.8873903,Bayrampaşa,09:00-22:00,Medium
Kolcuoğlu,Dining,Kebab,41.0091371,29.2084932,Sancaktepe,09:00-22:00,Medium
Avliya Boşnak Mutfağı,Dining,World Cuisine,41.0597398,28.8902731,Bayrampaşa,09:00-22:00,Medium
Bizim Döner,Dining,Kebab,41.0115169,29.0388244,Üsküdar,09:00-22:00,Medium
KOŞUYOLU DALYAN,Dining,World Cuisine,41.0115506,29.0389729,Kadıköy,09:00-22:00,Medium
Ustaca Kebap,Dining,World Cuisine,41.0108949,29.0382888,Üsküdar,09:00-22:00,Medium
Wagamama,Dining,Asian,41.0783085,29.0103572,Şişli,09:00-22:00,Medium
sushico,Dining,Japanese,41.0785134,29.011646,Şişli,09:00-22:00,High
BigChefs,Dining,International,41.0784827,29.0118818,Şişli,09:00-22:00,Medium
bilakis,Dining,Turkish,41.0773182,29.0130364,Şişli,09:00-22:00,Medium
köfteci irfan,Dining,Steak_House,41.0929952,29.0868913,Beykoz,09:00-22:00,High
sehil,Dining,Coffee_Shop,41.0930579,29.0871879,Beykoz,09:00-22:00,Medium
Nokta Kebap,Dining,Turkish,41.0933897,29.0896092,Beykoz,09:00-22:00,Medium
paşa döner,Dining,Kebab,41.0936873,29.0914782,Beykoz,09:00-22:00,Medium
közde kebap,Dining,Kebab,41.0943886,29.0883291,Beykoz,09:00-22:00,Medium
tomak döner,Dining,Turkish,41.0928031,29.0856054,Beykoz,09:00-22:00,Medium
gade,Dining,Turkish,41.0925551,29.085971,Beykoz,09:00-22:00,Medium
Sait Efendi,Dining,Turkish,41.0942927,29.0931239,Beykoz,09:00-22:00,Medium
paşa sofrası,Dining,Kebab,41.0948217,29.0887337,Beykoz,09:00-22:00,Medium
Sisore,Dining,Turkish,41.0944427,29.08894,Beykoz,09:00-22:00,Medium
ziya şarküteri,Dining,Regional,41.0944011,29.0916243,Beykoz,09:00-22:00,Medium
İntiba Döner,Dining,Kebab,41.0950481,29.0978305,Beykoz,09:00-22:00,Medium
cuma pazar,Other,General,41.0113817,28.9408685,Fatih,09:00-22:00,Low
Güneydoğu Sofrası,Dining,World Cuisine,41.017141,28.9546538,Fatih,09:00-22:00,Medium
Vegan Istanbul,Dining,Turkish,41.0309878,28.98181,Beyoğlu,09:00-22:00,Medium
Meat Co Steak House,Dining,World Cuisine,41.0807909,29.0348951,Beşiktaş,09:00-22:00,Medium
Egg&Burger,Dining,World Cuisine,41.0316133,28.9832084,Beyoğlu,09:00-22:00,Medium
Kuzguncuk Gazhanesi,History & Culture,Historical Building,41.035972,29.0350237,Üsküdar,09:00-22:00,Low
Ayla Tantuni | istiklal Şb. مطعم,Dining,World Cuisine,41.033833,28.9778329,Beyoğlu,09:00-22:00,Medium
Adana Sofrasi,Dining,World Cuisine,41.059067,28.9320059,Eyüpsultan,09:00-22:00,Medium
Serggea resturant,Dining,World Cuisine,41.0101797,28.9477375,Fatih,09:00-22:00,Medium
Planet Bilardo,Dining,World Cuisine,41.0938121,29.0889419,Beykoz,09:00-22:00,Medium
Kehribar Restaurant,Dining,World Cuisine,41.0939535,29.0890197,Beykoz,09:00-22:00,Medium
pide keyfi,Dining,World Cuisine,41.0940121,29.0903626,Beykoz,09:00-22:00,Medium
angel,Dining,World Cuisine,41.0941839,29.0903733,Beykoz,09:00-22:00,Medium
sultan ahmet köftecisi,Dining,World Cuisine,41.0941536,29.0906442,Beykoz,09:00-22:00,Medium
Gotlar Sütunu,History & Culture,Historical Building,41.0146409,28.9856774,Fatih,09:00-22:00,Low
Nalia,Dining,Regional_Karadeniz_Mutfağı,41.0204638,28.8270115,Bağcılar,09:00-22:00,High
Yemek Kulübü,Dining,World Cuisine,41.0294537,28.9751839,Beyoğlu,09:00-22:00,Medium
Nabu Karakoy,Dining,Italian,41.025256,28.9799279,Beyoğlu,07:00-22:00,Medium
Matbah,Dining,World Cuisine,41.0091035,28.978957,Fatih,09:00-22:00,Medium
Saray Muhallebicis,Dining,World Cuisine,41.0169734,28.973548,Fatih,09:00-22:00,Medium
Eylül Cafe and Restaurant,Dining,World Cuisine,41.0388286,28.984596,Beyoğlu,09:00-22:00,Medium
Old Damascus,Dining,World Cuisine,41.037988,28.976522,Beyoğlu,09:00-22:00,Medium
Aya Nikola Rum Ortodoks Kilisesi,Other,General,41.1206302,29.0684655,Beykoz,09:00-22:00,Low
Surp Hıripsimyans Ermeni Apostok Kilisesi,Other,General,41.159388,29.0396946,Sarıyer,09:00-22:00,Low
Esmer,Dining,Pasta;Pizza,41.0352918,28.9814276,Beyoğlu,09:00-22:00,Medium
Dilruba,Dining,Turkish,41.0322239,29.0292102,Üsküdar,09:00-22:00,Medium
Park Fora,Dining,Seafood,41.0539812,29.0349231,Beşiktaş,Mo-Su 12:00-02:00,Medium
Kristal Ocakbaşı,Dining,Turkish,41.052274,28.9864223,Şişli,09:00-22:00,Medium
Deniz Park,Dining,Seafood,41.1223286,29.071343,Beykoz,08:00-24:00,Medium
Hanedan Et,Dining,Steak_House,41.0415009,29.0083395,Beşiktaş,09:00-22:00,High
Bysteak,Dining,Steak_House,41.109954,29.0410889,Sarıyer,09:00-22:00,High
Gram,Dining,World Cuisine,41.0782835,29.0113787,Şişli,09:00-22:00,Medium
Hz Yuşa Cami,Other,General,41.162287,29.08463,Sarıyer,09:00-22:00,Low
Mangal Keyfi,Dining,World Cuisine,41.0356379,28.9806774,Beyoğlu,09:00-22:00,Medium
Tarihi Sultanahmet Köftecisi Selim Usta,Dining,Turkish,41.008003,28.9769669,Fatih,Mo-Su 10:30-23:00,Medium
Ulubatlı Hasan Parkı,Nature & Park,Park,41.001402,28.8554355,Bahçelievler,09:00-22:00,Low
Arnavutköy Balıkçısı,Dining,World Cuisine,41.0666205,29.0419879,Beşiktaş,Mo-Su 12:00-23:00,Medium
Bahar Country,Dining,World Cuisine,41.1639911,29.0115266,Sarıyer,09:00-22:00,Medium
Gezi Parkı Fıskiye,Other,General,41.0389482,28.9869652,Beyoğlu,09:00-22:00,Low
Cihannuma,Dining,World Cuisine,41.0085551,28.977766,Fatih,09:00-22:00,Medium
Faros Restaurant,Dining,World Cuisine,41.040596,28.9861687,Beyoğlu,09:00-22:00,Medium
Lezzet Co. Döner,Dining,World Cuisine,41.0511315,28.9904785,Şişli,09:00-22:00,Medium
Ala Türk Mutfagi,Dining,Turkish,41.0048416,29.1491455,Çekmeköy,Mo-Sa 09:00-17:00,Medium
